date,4:Temperature_Habitacion_Sensor,5:Weather_Temperature,6:CO2_Comedor_Sensor,7:CO2_Habitacion_Sensor,8:Humedad_Comedor_Sensor,9:Humedad_Habitacion_Sensor,10:Lighting_Comedor_Sensor,11:Lighting_Habitacion_Sensor,12:Precipitacion,13:Meteo_Exterior_Crepusculo,14:Meteo_Exterior_Viento,15:Meteo_Exterior_Sol_Oest,16:Meteo_Exterior_Sol_Est,17:Meteo_Exterior_Sol_Sud,18:Meteo_Exterior_Piranometro,19:Exterior_Entalpic_1,20:Exterior_Entalpic_2,21:Exterior_Entalpic_turbo,22:Temperature_Exterior_Sensor,3:Temperature_Comedor_Sensor
2012-03-20 05:00:00,15.6507,15.0,200.8,201.941,34.828,38.7493,11.6867,13.672,1.0,1.002,1.328,0.0,0.0,0.0,-3.17267,0,0,0,11.464,15.908
2012-03-20 05:15:00,15.526,15.0,200.875,202.112,34.596,37.732,11.7847,13.672,1.0,0.65,2.478,0.0,0.0,0.0,-3.042,0,0,0,11.3153,15.7487
2012-03-20 05:30:00,15.44,15.0,200.565,203.115,34.6347,38.2787,11.6053,14.1747,1.0,1.046,1.77333,0.0,0.0,0.0,-3.18533,0,0,0,11.2207,15.6333
2012-03-20 05:45:00,15.3407,15.0,201.067,201.984,34.632,38.284,11.7033,11.866,1.0,1.442,1.79667,0.0,0.0,0.0,-3.18533,0,0,0,11.098,15.5013
2012-03-20 06:00:00,15.2213,15.0,200.96,202.283,34.6787,38.3507,11.622,13.184,1.0,14.356,2.77667,0.0,0.0,0.0,-3.042,0,0,0,10.9453,15.3813
2012-03-20 06:15:00,15.0773,15.0,200.885,202.208,34.6653,38.3093,11.6867,13.5093,1.0,140.471,2.636,0.0,0.0,0.0,-2.3,0,0,0,10.7567,15.256
2012-03-20 06:30:00,14.9467,15.0,200.779,201.504,34.6907,37.8613,11.6867,13.428,1.0,558.4,3.738,0.0,0.0,0.0,1.20867,0,0,0,10.6333,15.0933
2012-03-20 06:45:00,14.7867,15.0,200.651,201.771,34.684,38.0227,11.524,13.428,0.266667,611.2,3.60133,0.0,0.0,0.0,5.68533,0,0,0,10.5313,14.9493
2012-03-20 07:00:00,14.6727,15.0,200.693,201.472,34.6947,38.1747,11.7033,14.584,1.0,611.2,3.67,0.0,0.0,0.0,8.53733,0,0,0,10.4567,14.7967
2012-03-20 07:15:00,14.5707,15.0,199.733,201.387,34.78,39.0813,11.6053,20.8027,1.0,611.285,2.91667,0.0,0.0,0.0,8.53733,0,0,0,10.4333,14.7393
2012-03-20 07:30:00,14.498,15.0,199.861,201.643,34.8067,39.644,11.426,23.7,1.0,611.328,2.598,0.0,0.0,0.0,11.246,0,0,0,10.4233,14.6693
2012-03-20 07:45:00,14.4133,15.0,200.139,201.739,34.8293,39.568,16.354,23.96,1.0,611.371,3.056,465.92,1211.39,838.656,19.4353,0,0,0,10.42,14.56
2012-03-20 08:00:00,14.3447,15.0,199.872,201.643,34.952,39.7813,21.148,24.7893,1.0,611.755,3.296,1333.25,1705.98,1512.45,26.204,0,0,0,10.4233,14.4907
2012-03-20 08:15:00,14.26,15.0,199.744,201.12,35.0693,40.104,21.4267,23.1733,1.0,611.797,2.65667,1483.78,1885.18,1648.64,30.1853,0,0,0,10.4367,14.398
2012-03-20 08:30:00,14.1667,15.0,199.701,200.981,35.1827,40.52,21.3273,22.8013,1.0,611.84,2.44067,1670.14,2035.71,1598.46,32.6533,0,0,0,10.4813,14.3407
2012-03-20 08:45:00,14.1267,15.0,199.808,201.248,35.2733,40.8853,17.9953,23.6813,1.0,611.84,1.674,723.968,1025.02,652.288,20.2687,0,0,0,10.5733,14.2793
2012-03-20 09:00:00,14.0687,15.0,200.747,201.557,35.6093,41.772,21.23,23.44,1.0,611.883,1.17733,1275.9,1555.46,1354.75,24.3327,0,0,0,10.6033,14.26
2012-03-20 09:15:00,14.052,15.0,199.947,201.675,35.6507,41.3613,21.23,23.144,1.0,612.011,1.56267,1369.09,1569.79,1361.92,26.4893,0,0,0,10.6807,14.2107
2012-03-20 09:30:00,13.9833,15.0,199.84,201.728,35.696,41.5053,21.0667,23.6827,0.533333,612.395,1.95467,1899.52,2200.58,1921.02,36.3107,0,0,0,10.744,14.1667
2012-03-20 09:45:00,13.96,15.0,199.84,201.653,35.7693,41.4813,21.1653,23.2253,0.733333,612.48,2.324,2996.22,3333.12,3039.23,57.6053,0,0,0,10.8427,14.1293
2012-03-20 10:00:00,13.93,15.0,199.904,201.152,35.6827,41.2507,21.3273,23.504,1.0,612.48,2.53333,3411.97,4236.29,3928.06,68.0587,0,0,0,10.9853,14.102
2012-03-20 10:15:00,13.9067,15.0,199.68,201.845,35.7227,41.308,21.166,23.388,1.0,612.565,3.31133,5268.48,6236.16,5626.88,105.912,0,0,0,11.1527,14.0833
2012-03-20 10:30:00,13.8567,15.0,199.584,201.205,35.6013,40.8453,21.4087,24.0253,1.0,613.077,2.89733,7540.74,8085.5,7268.35,145.067,0,0,0,11.352,14.026
2012-03-20 10:45:00,13.8293,15.0,200.117,200.789,35.6147,41.0547,21.3107,23.0453,1.0,612.651,3.424,4573.18,5182.46,4365.31,88.2933,0,0,0,11.4947,13.9967
2012-03-20 11:00:00,13.826,15.0,201.035,201.269,35.6733,41.244,21.4267,23.4053,1.0,612.48,3.404,2996.22,3010.56,2745.34,57.02,0,0,0,11.5733,13.98
2012-03-20 11:15:00,13.7947,11.6667,200.661,200.299,35.8853,41.6933,21.1487,23.4213,1.0,612.053,3.28733,1541.12,1655.81,1526.78,34.5667,0,0,0,11.6133,13.9767
2012-03-20 11:30:00,13.7767,10.0,200.843,201.12,36.0307,42.5173,21.5887,23.3413,1.0,611.883,1.858,1297.41,1505.28,1318.91,32.4653,0,0,0,11.5933,13.97
2012-03-20 11:45:00,13.77,10.8,201.131,201.717,36.1547,42.7253,21.3113,23.324,1.0,611.84,2.574,1899.52,2250.75,2286.59,45.9947,0,0,0,11.5567,13.9433
2012-03-20 12:00:00,13.6987,10.0,201.088,201.845,36.152,42.5573,21.2293,23.6013,1.0,612.011,3.71,3777.54,4293.63,4365.31,84.8347,0,0,0,11.4967,13.8313
2012-03-20 12:15:00,13.654,10.0,200.875,201.333,36.184,43.1733,21.4907,23.144,1.0,612.395,3.322,4207.62,4695.04,4350.98,83.7493,0,0,0,11.5193,13.8233
2012-03-20 12:30:00,13.678,10.0,200.597,201.952,36.1267,43.2373,21.5727,23.42,1.0,612.48,3.912,4300.8,4816.9,4186.11,84.3947,0,0,0,11.614,13.8167
2012-03-20 12:45:00,13.682,9.26667,200.597,201.568,36.2107,43.7093,21.328,23.42,1.0,612.48,3.42533,2680.83,3046.4,2451.46,55.2373,0,0,0,11.7267,13.8
2012-03-20 13:00:00,13.6267,9.0,200.352,201.792,36.2427,44.0587,21.49,23.324,1.0,612.437,3.814,1827.84,1849.34,1598.46,38.5467,0,0,0,11.7467,13.76
2012-03-20 13:15:00,13.6267,9.93333,200.704,201.739,36.428,44.5547,21.1827,23.584,1.0,611.883,2.55933,709.632,1125.38,960.512,24.9133,0,0,0,11.7333,13.7493
2012-03-20 13:30:00,13.6167,10.7333,200.853,202.379,36.5253,45.1467,21.23,23.4227,1.0,611.968,2.62333,1612.8,1849.34,1835.01,39.8627,0,0,0,11.7193,13.7633
2012-03-20 13:45:00,13.614,10.4667,200.448,201.461,36.5173,45.0,21.392,23.52,1.0,611.84,3.034,2558.98,2852.86,2716.67,56.2013,0,0,0,11.604,13.718
2012-03-20 14:00:00,13.61,10.0,200.064,201.589,36.7187,45.9387,21.4087,23.4853,1.0,611.84,2.086,2243.58,2594.82,2537.47,47.9733,0,0,0,11.4713,13.722
2012-03-20 14:15:00,13.5867,10.0,200.277,202.08,36.832,46.208,21.3107,23.504,1.0,611.883,1.75,3168.26,3720.19,3691.52,69.36,0,0,0,11.3953,13.6713
2012-03-20 14:30:00,13.57,10.0,200.629,202.091,36.9253,46.288,21.4733,23.4053,1.0,612.011,2.19133,3920.9,4150.27,4164.61,80.2107,0,0,0,11.422,13.6567
2012-03-20 14:45:00,13.55,9.26667,200.629,201.973,36.8773,46.528,21.4913,23.44,1.0,612.395,2.66467,4680.7,4766.72,4609.02,89.9573,0,0,0,11.3927,13.64
2012-03-20 15:00:00,13.5367,9.0,200.597,201.611,37.0547,46.8667,21.472,23.3053,1.0,612.053,2.82667,2551.81,3347.46,3254.27,58.6827,0,0,0,11.3293,13.6067
2012-03-20 15:15:00,13.478,9.0,200.331,200.928,37.0147,47.1493,21.3447,23.5827,1.0,611.84,2.58867,1956.86,2157.57,2050.05,38.328,0,0,0,11.2527,13.5827
2012-03-20 15:30:00,13.4473,9.0,200.0,200.555,37.296,48.168,21.1487,23.6027,1.0,611.84,1.66267,2193.41,2508.8,2437.12,45.0013,0,0,0,11.1667,13.558
2012-03-20 15:45:00,13.4207,9.0,200.096,201.707,37.9613,49.1627,20.026,23.404,1.0,611.84,1.61067,982.016,1519.62,1505.28,26.62,0,0,0,11.1467,13.554
2012-03-20 16:00:00,13.4147,9.0,199.904,201.547,37.4853,47.9467,19.7033,23.34,1.0,611.84,1.786,752.64,1512.45,1397.76,25.0193,0,0,0,11.1567,13.4973
2012-03-20 16:15:00,13.378,9.0,199.936,201.024,37.5013,48.0933,13.93,23.6827,1.0,611.84,2.654,308.224,752.64,372.736,17.1953,0,0,0,11.0967,13.4433
2012-03-20 16:30:00,13.316,9.0,199.872,200.267,37.652,48.6293,17.9793,23.1613,1.0,611.84,2.16067,673.792,1168.38,1254.4,21.3073,0,0,0,11.066,13.4033
2012-03-20 16:45:00,13.302,9.0,199.84,201.568,37.8293,49.1733,12.3687,23.504,1.0,611.84,1.66133,143.36,623.616,308.224,16.1693,0,0,0,11.0653,13.4
2012-03-20 17:00:00,13.272,9.0,199.744,200.789,37.832,48.7707,11.622,19.7107,1.0,611.84,1.58,0.0,150.528,71.68,10.1267,0,0,0,11.054,13.3553
2012-03-20 17:15:00,13.23,9.0,200.032,200.757,37.88,48.8853,11.328,14.0293,1.0,611.797,2.866,0.0,0.0,0.0,3.004,0,0,0,11.042,13.2973
2012-03-20 17:30:00,13.178,9.0,200.523,201.099,37.9067,49.2933,11.6053,13.4927,1.0,601.088,2.322,0.0,0.0,0.0,3.94067,0,0,0,11.0107,13.2633
2012-03-20 17:45:00,13.1533,9.0,200.427,201.28,37.9507,49.56,11.524,13.932,1.0,463.488,2.40667,0.0,0.0,0.0,0.0,0,0,0,11.0,13.2193
2012-03-20 18:00:00,13.0933,9.0,200.363,201.003,37.908,49.4773,11.524,14.436,1.0,204.085,3.01867,0.0,0.0,0.0,-1.558,0,0,0,10.9933,13.1607
2012-03-20 18:15:00,13.0333,9.0,199.968,200.885,37.944,49.512,11.7033,13.916,1.0,69.808,3.72133,0.0,0.0,0.0,-2.63933,0,0,0,10.892,13.104
2012-03-20 18:30:00,12.9567,9.0,200.331,201.248,37.8707,49.752,11.4427,13.8827,1.0,18.0453,3.70733,0.0,0.0,0.0,-3.18533,0,0,0,10.8,13.02
2012-03-20 18:45:00,12.8527,9.0,200.235,200.256,37.972,49.992,11.5073,13.916,1.0,1.926,4.14667,0.0,0.0,0.0,-3.12,0,0,0,10.73,12.9473
2012-03-20 19:00:00,12.7967,9.0,199.765,199.68,38.0093,50.3147,11.5407,13.98,1.0,1.31,3.95733,0.0,0.0,0.0,-3.12,0,0,0,10.63,12.892
2012-03-20 19:15:00,12.708,9.0,199.136,199.179,38.1933,50.5973,11.524,13.704,1.0,1.31,3.74133,0.0,0.0,0.0,-3.042,0,0,0,10.5267,12.822
2012-03-20 19:30:00,12.638,9.0,200.288,199.424,38.3653,50.8827,11.6053,13.948,1.0,1.31,3.85533,0.0,0.0,0.0,-3.18533,0,0,0,10.3927,12.7767
2012-03-20 19:45:00,12.5967,9.0,200.0,199.979,38.472,51.2027,11.426,13.428,1.0,1.31,3.938,0.0,0.0,0.0,-3.12,0,0,0,10.332,12.7533
2012-03-20 20:00:00,12.5667,9.0,200.075,199.413,38.3453,51.1093,11.622,13.688,1.0,1.31,3.41267,0.0,0.0,0.0,-3.12,0,0,0,10.244,12.6993
2012-03-20 20:15:00,12.4713,9.0,199.349,199.499,38.5213,51.5787,11.7847,13.6067,1.0,1.266,4.56,0.0,0.0,0.0,-3.18533,0,0,0,10.188,12.6
2012-03-20 20:30:00,12.3867,9.0,198.869,199.211,38.7413,51.7867,11.4427,13.9973,1.0,1.31,4.85867,0.0,0.0,0.0,-3.042,0,0,0,10.1667,12.54
2012-03-20 20:45:00,12.332,9.0,198.784,201.472,38.856,51.9387,11.6867,13.6067,1.0,1.266,4.52333,0.0,0.0,0.0,-3.02933,0,0,0,10.0647,12.4807
2012-03-20 21:00:00,12.2767,9.0,199.275,202.603,39.024,52.0427,11.524,13.7853,0.866667,1.31,4.064,0.0,0.0,0.0,-3.12,0,0,0,10.0987,12.45
2012-03-20 21:15:00,12.2493,9.0,199.317,202.155,39.148,52.2373,11.4427,13.7693,1.0,1.266,4.55267,0.0,0.0,0.0,-3.12,0,0,0,10.144,12.43
2012-03-20 21:30:00,12.2153,9.0,199.328,202.037,39.264,52.272,11.5887,13.5093,1.0,1.178,3.52133,0.0,0.0,0.0,-3.042,0,0,0,10.1827,12.39
2012-03-20 21:45:00,12.2107,9.0,199.509,202.037,39.1587,52.4,11.28,13.704,1.0,1.222,3.014,0.0,0.0,0.0,-3.042,0,0,0,10.2513,12.3793
2012-03-20 22:00:00,12.1687,9.0,199.296,202.059,39.1427,52.4933,11.5073,13.3467,1.0,1.09,3.316,0.0,0.0,0.0,-3.12,0,0,0,10.2767,12.348
2012-03-20 22:15:00,12.1367,9.0,199.125,202.624,39.252,53.0773,11.4427,13.704,1.0,1.002,3.61133,0.0,0.0,0.0,-3.12,0,0,0,10.2833,12.3013
2012-03-20 22:30:00,12.1027,9.0,198.709,202.123,39.568,53.4587,11.524,13.7533,1.0,1.178,4.922,0.0,0.0,0.0,-3.12,0,0,0,10.2833,12.242
2012-03-20 22:45:00,12.0593,9.0,197.685,200.928,39.7227,53.7093,11.6053,13.5253,1.0,1.31,4.44,0.0,0.0,0.0,-3.042,0,0,0,10.2187,12.206
2012-03-20 23:00:00,12.0247,9.0,197.824,201.504,39.8267,54.2293,11.5887,13.704,1.0,1.31,4.73267,0.0,0.0,0.0,-3.042,0,0,0,10.2367,12.1533
2012-03-20 23:15:00,11.95,9.0,197.664,201.365,40.0653,55.0267,11.524,13.444,1.0,1.222,6.32133,0.0,0.0,0.0,-3.042,0,0,0,10.258,12.0867
2012-03-20 23:30:00,11.92,9.0,197.792,201.024,40.3427,55.0267,11.8827,13.7693,1.0,1.222,5.96733,0.0,0.0,0.0,-3.12,0,0,0,10.2867,12.08
2012-03-20 23:45:00,11.89,9.0,201.259,200.512,40.2333,55.1387,11.524,13.5093,1.0,1.222,4.73333,0.0,0.0,0.0,-3.02933,0,0,0,10.2767,12.07
2012-03-21 00:00:00,11.8933,9.0,201.685,201.056,40.484,55.3547,11.524,13.3787,1.0,1.178,4.366,0.0,0.0,0.0,-3.12,0,0,0,10.2807,12.0427
2012-03-21 00:15:00,11.8833,9.0,202.229,201.536,40.4227,55.3413,11.622,14.0293,1.0,1.09,4.41533,0.0,0.0,0.0,-3.12,0,0,0,10.332,12.0387
2012-03-21 00:30:00,11.8547,9.0,201.963,201.003,40.48,55.4027,11.6053,13.3467,0.933333,0.782,3.606,0.0,0.0,0.0,-2.964,0,0,0,10.3213,12.0287
2012-03-21 00:45:00,11.8493,9.0,201.867,201.088,40.74,55.5733,11.3447,13.5413,0.0,1.266,4.19933,0.0,0.0,0.0,-3.25067,0,0,0,10.3073,12.024
2012-03-21 01:00:00,11.8553,9.0,201.984,201.643,40.5827,55.7147,11.4427,13.8507,0.0,1.31,3.88067,0.0,0.0,0.0,-3.12,0,0,0,10.3927,12.012
2012-03-21 01:15:00,11.838,9.0,202.027,202.251,41.0107,55.7387,11.622,13.8507,0.0,0.958,3.50467,0.0,0.0,0.0,-3.042,0,0,0,10.5267,12.02
2012-03-21 01:30:00,11.8653,9.0,202.261,201.397,40.78,56.3867,11.7033,13.672,0.0,0.782,2.44933,0.0,0.0,0.0,-3.18533,0,0,0,10.62,12.028
2012-03-21 01:45:00,11.8967,9.0,201.152,202.635,41.152,56.744,11.6053,13.7693,0.0,0.826,1.55467,0.0,0.0,0.0,-3.12,0,0,0,10.6707,12.0567
2012-03-21 02:00:00,11.8933,9.0,201.696,201.419,41.1453,56.3147,11.524,13.8667,0.0,0.694,2.274,0.0,0.0,0.0,-3.18533,0,0,0,10.77,12.0667
2012-03-21 02:15:00,11.8867,9.6,201.931,201.824,42.0133,58.5013,11.5073,14.192,0.0,0.65,1.40133,0.0,0.0,0.0,-3.18533,0,0,0,10.8433,12.0767
2012-03-21 02:30:00,11.9067,9.46667,202.059,202.72,43.3173,59.0987,11.6867,12.94,0.0,0.738,0.948,0.0,0.0,0.0,-3.12,0,0,0,10.894,12.09
2012-03-21 02:45:00,11.94,9.0,202.592,203.317,44.1493,60.1867,11.6867,13.72,0.0,0.694,0.684,0.0,0.0,0.0,-3.238,0,0,0,10.9167,12.1033
2012-03-21 03:00:00,11.9267,9.0,202.752,203.787,45.824,61.2853,11.5073,13.7853,0.0,0.694,0.202667,0.0,0.0,0.0,-3.25067,0,0,0,10.9133,12.1233
2012-03-21 03:15:00,11.92,9.0,202.827,204.235,45.3813,61.056,11.6053,13.916,0.0,0.65,0.223333,0.0,0.0,0.0,-3.10733,0,0,0,10.8627,12.1333
2012-03-21 03:30:00,11.9033,9.0,202.88,204.117,46.4533,60.736,11.6867,13.2,0.0,0.826,0.036,0.0,0.0,0.0,-3.12,0,0,0,10.7767,12.1167
2012-03-21 03:45:00,11.89,9.0,202.88,203.787,46.872,60.68,11.6053,13.948,0.0,0.958,0.222667,0.0,0.0,0.0,-3.18533,0,0,0,10.7933,12.0933
2012-03-21 04:00:00,11.8767,8.8,202.816,203.915,46.8853,60.4293,11.6053,13.5907,0.0,0.87,0.813333,0.0,0.0,0.0,-3.042,0,0,0,10.844,12.09
2012-03-21 04:15:00,11.89,8.0,203.445,204.469,48.3333,60.992,11.524,13.688,0.0,0.826,0.458667,0.0,0.0,0.0,-3.042,0,0,0,10.9053,12.08
2012-03-21 04:30:00,11.8487,8.0,202.944,204.875,48.4933,60.8053,11.6867,13.8507,0.0,0.826,0.111333,0.0,0.0,0.0,-3.18533,0,0,0,10.93,12.08
2012-03-21 04:45:00,11.838,8.0,203.232,205.035,49.8027,61.0747,11.426,13.3467,0.0,0.738,0.0386667,0.0,0.0,0.0,-3.12,0,0,0,10.9633,12.0833
2012-03-21 05:00:00,11.85,8.0,203.765,205.408,49.4827,61.144,11.7033,13.948,0.0,0.65,0.267333,0.0,0.0,0.0,-3.042,0,0,0,10.94,12.0767
2012-03-21 05:15:00,11.838,8.0,203.691,205.355,48.8187,60.8773,11.6867,13.7853,0.0,0.65,0.809333,0.0,0.0,0.0,-3.18533,0,0,0,10.836,12.0767
2012-03-21 05:30:00,11.826,8.0,203.84,205.248,48.056,60.7467,11.6053,13.6227,0.0,0.826,0.0,0.0,0.0,0.0,-3.042,0,0,0,10.668,12.0567
2012-03-21 05:45:00,11.8067,8.0,204.064,206.005,47.7147,60.464,11.524,13.932,0.0,7.856,0.174,0.0,0.0,0.0,-3.12,0,0,0,10.5867,12.0353
2012-03-21 06:00:00,11.7733,7.86667,204.864,206.56,47.3413,60.2373,11.622,13.7533,0.0,132.396,0.392667,0.0,0.0,0.0,-3.042,0,0,0,10.5767,12.032
2012-03-21 06:15:00,11.7633,7.0,205.557,207.253,49.064,61.0587,11.768,13.5907,0.0,471.253,0.036,0.0,0.0,0.0,-0.129333,0,0,0,10.5313,12.024
2012-03-21 06:30:00,11.7367,7.0,205.205,207.52,48.5547,61.1493,11.2633,19.5293,0.0,611.84,0.0,0.0,616.448,265.216,10.96,0,0,0,10.4533,12.0
2012-03-21 06:45:00,11.7267,7.0,205.92,207.808,47.9307,60.88,14.5493,23.584,0.0,611.968,0.0,831.488,1727.49,1569.79,25.02,0,0,0,10.3227,11.9767
2012-03-21 07:00:00,11.6847,6.8,205.92,208.608,49.0827,61.0213,20.726,23.504,0.0,612.309,0.0386667,1842.18,1856.51,2014.21,33.0253,0,0,0,10.2433,11.97
2012-03-21 07:15:00,11.686,6.06667,206.592,209.76,48.744,61.1013,19.524,23.4213,0.0,612.352,0.254,1763.33,1727.49,1691.65,30.6553,0,0,0,10.2093,11.954
2012-03-21 07:30:00,11.658,6.0,207.616,210.56,49.7467,61.176,21.67,23.4053,0.0,612.395,0.474,2179.07,2566.14,2659.33,42.4893,0,0,0,10.152,11.9333
2012-03-21 07:45:00,11.6387,6.6,209.077,211.104,48.304,60.9493,21.3273,23.7973,0.0,612.437,0.422667,2429.95,3211.26,2688.0,41.66,0,0,0,10.1493,11.922
2012-03-21 08:00:00,11.6233,6.8,209.781,211.883,49.48,61.096,21.5887,23.584,0.0,612.48,1.07333,3526.66,4178.94,3820.54,64.2187,0,0,0,10.136,11.9247
2012-03-21 08:15:00,11.62,7.0,210.592,211.979,48.9413,60.992,21.2293,23.144,0.0,612.48,1.80933,5626.88,5433.34,5555.2,95.192,0,0,0,10.128,11.9087
2012-03-21 08:30:00,11.6233,7.0,211.04,212.096,50.6693,61.2533,21.166,23.944,0.0,612.651,1.38,5605.38,6056.96,6487.04,109.664,0,0,0,10.1493,11.902
2012-03-21 08:45:00,11.6233,7.0,212.0,212.053,50.576,61.168,21.3287,23.0627,0.0,612.864,1.184,5347.33,6408.19,6766.59,114.112,0,0,0,10.1567,11.922
2012-03-21 09:00:00,11.65,7.73333,211.883,211.755,50.3413,61.2213,24.0927,36.6427,0.0,614.08,0.707333,8744.62,27065.3,24494.8,251.573,0,0,0,10.246,11.922
2012-03-21 09:15:00,11.748,8.0,211.285,211.616,50.464,60.6747,40.406,96.5227,0.0,617.963,0.458667,18397.2,62214.1,60619.4,511.499,0,0,0,10.4933,11.986
2012-03-21 09:30:00,11.89,8.0,211.541,211.68,49.6133,59.1787,28.0173,56.816,0.0,618.261,1.424,10062.8,32341.3,32171.3,319.563,0,0,0,10.9173,12.066
2012-03-21 09:45:00,12.0113,8.53333,212.064,211.573,49.032,57.944,23.2487,49.6693,0.0,617.024,0.590667,16153.3,23283.0,25968.6,359.819,0,0,0,11.268,12.146
2012-03-21 10:00:00,12.1273,9.0,211.808,211.424,47.9573,57.488,27.136,53.0667,0.0,618.005,0.256667,18583.6,26787.8,28966.9,387.456,0,0,0,11.6253,12.286
2012-03-21 10:15:00,12.2493,9.66667,212.128,211.424,47.2507,57.5733,34.6853,70.7573,0.0,618.432,0.158,19287.4,28013.9,33723.7,430.709,0,0,0,11.9887,12.4233
2012-03-21 10:30:00,12.446,11.1333,212.203,210.976,47.0213,57.3867,45.4947,87.0933,0.0,619.968,0.329333,19810.3,36453.0,50475.0,552.405,0,0,0,12.3453,12.5867
2012-03-21 10:45:00,12.6727,12.0,212.48,211.147,46.7573,56.824,60.1013,113.752,0.0,620.48,0.918667,14513.2,34712.2,66054.8,605.717,0,0,0,12.732,12.79
2012-03-21 11:00:00,12.9413,12.5333,211.957,210.987,46.4907,56.1547,91.9053,121.019,0.0,621.675,1.39533,14284.8,31023.8,80871.4,779.264,0,0,0,13.098,13.0267
2012-03-21 11:15:00,13.2507,13.0,212.384,211.339,46.2853,55.7653,100.944,140.064,0.0,622.357,1.82333,13709.3,27904.7,92353.9,861.803,0,0,0,13.5493,13.314
2012-03-21 11:30:00,13.5507,13.0,212.032,210.891,46.52,55.712,99.9627,135.883,0.0,622.272,2.72267,13903.9,22730.8,86152.5,828.587,0,0,0,14.066,13.6167
2012-03-21 11:45:00,13.9167,13.0,212.192,218.571,46.6133,55.9387,94.0573,125.771,0.0,622.144,1.50667,14320.6,20094.0,81258.5,818.933,0,0,0,14.5387,13.918
2012-03-21 12:00:00,15.1893,13.0,214.272,272.576,47.888,55.9227,105.139,162.965,0.0,621.845,2.13267,15988.7,13796.4,92310.2,869.632,0,0,0,14.9273,14.2473
2012-03-21 12:15:00,15.706,13.0,216.736,246.091,46.8187,53.2827,86.0987,130.235,0.0,621.12,2.276,19476.1,10148.2,85400.9,808.363,0,0,0,15.2093,14.528
2012-03-21 12:30:00,15.814,13.0,220.011,318.592,46.1573,56.1227,83.8267,138.763,0.0,621.248,2.43267,25777.5,10837.0,95180.1,860.672,0,0,0,15.542,14.7947
2012-03-21 12:45:00,16.3827,13.7333,224.235,463.317,46.0027,57.8453,81.8027,125.083,0.0,620.864,3.17733,27796.8,9081.86,95163.7,817.28,0,0,0,15.8073,15.0667
2012-03-21 13:00:00,16.4167,14.0,229.92,382.976,45.7547,56.168,81.9813,124.544,0.0,619.925,2.458,36798.5,8279.04,93601.8,799.36,0,0,0,16.0647,15.3207
2012-03-21 13:15:00,16.4647,14.0,235.52,322.549,45.6507,56.2027,81.8213,112.091,0.0,619.627,2.98467,48696.0,8121.34,89735.2,785.579,0,0,0,16.3113,15.5487
2012-03-21 13:30:00,16.5753,14.0,237.632,282.4,45.7787,56.024,81.584,113.232,0.0,619.328,2.57667,61497.3,8314.88,85243.2,767.317,0,0,0,16.566,15.7993
2012-03-21 13:45:00,16.698,14.0,238.581,263.445,45.6747,56.0,81.7413,113.093,0.0,619.2,2.838,72439.1,8429.57,80713.0,746.624,0,0,0,16.8107,16.0227
2012-03-21 14:00:00,16.7973,13.8667,237.685,242.411,46.016,55.9893,67.3973,93.088,0.0,619.115,2.878,80633.9,8572.93,76111.9,723.285,0,0,0,17.122,16.2587
2012-03-21 14:15:00,16.916,13.0,235.968,231.2,46.8693,56.144,49.552,80.6667,0.0,618.816,2.37533,84742.1,8580.1,69909.2,673.771,0,0,0,17.4013,16.4933
2012-03-21 14:30:00,16.97,13.0,233.877,229.696,48.1147,56.1893,55.472,83.44,0.0,618.987,1.984,93503.5,9569.28,69528.2,688.128,0,0,0,17.5967,16.7307
2012-03-21 14:45:00,17.0593,13.0,231.787,221.813,48.8827,56.272,51.6667,62.072,0.0,619.499,2.326,94978.0,10106.9,64536.6,661.653,0,0,0,17.7133,16.912
2012-03-21 15:00:00,17.11,13.0,226.656,225.696,52.0507,56.4693,44.1253,52.744,0.0,618.731,2.45467,93225.0,9533.44,52407.0,595.605,0,0,0,17.792,17.086
2012-03-21 15:15:00,17.352,13.7333,227.968,277.92,53.1413,56.9173,41.516,43.28,0.0,618.347,2.026,91761.3,9354.24,45681.3,561.301,0,0,0,17.7367,17.2727
2012-03-21 15:30:00,17.6113,14.0,237.824,305.408,55.728,57.448,37.1893,35.0613,0.0,618.219,2.00267,85927.3,8694.78,36102.8,509.547,0,0,0,17.6733,17.4527
2012-03-21 15:45:00,17.7367,13.2667,245.216,302.368,55.848,57.6347,31.2893,25.3413,0.0,617.877,1.89533,92225.5,8250.37,28599.6,459.968,0,0,0,17.586,17.5873
2012-03-21 16:00:00,17.7447,13.2,240.48,266.763,56.712,58.032,27.2693,28.64,0.0,617.664,2.19467,86048.8,7576.58,21907.1,404.245,0,0,0,17.416,17.6767
2012-03-21 16:15:00,17.5073,13.0,222.891,228.789,58.5307,58.9413,20.9847,23.9093,0.0,617.195,2.06067,74290.5,6651.9,14806.4,317.285,0,0,0,17.184,17.604
2012-03-21 16:30:00,17.3927,13.3333,215.424,219.253,58.7227,59.3067,21.0673,22.5867,0.0,616.853,1.84,59438.8,5526.53,10213.0,228.333,0,0,0,16.9753,17.5533
2012-03-21 16:45:00,17.28,14.0,213.163,215.264,58.6453,59.248,21.1653,23.5213,0.0,616.128,1.83333,51586.4,5218.3,8249.0,191.803,0,0,0,16.728,17.4967
